"","case","year","month","date","time","location","age","race","gender","type","history","history_num","bond","detention","trial","trial_status","result"
"219",219,2019,6,2019-06-01,"Before","Other Place",24,"White","Male","Violent",1,6,9000,22,FALSE,"n/a","Dismissed"
"220",220,2017,1,2017-01-17,"Before","Harris County",39,"White","Female","A",1,3,3000,5,FALSE,"n/a","Guilty Plea"
"221",221,2017,2,2017-02-05,"Before","Other Place",49,"Black","Male","A",0,1,1000,59,FALSE,"n/a","Dismissed"
"222",222,2022,12,2022-12-16,"After","Harris County",57,"Latinx","Male","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"223",223,2019,4,2019-04-28,"Before","Other Place",32,"White","Female","B",1,3,1500,1,FALSE,"n/a","Guilty Plea"
"224",224,2020,6,2020-06-13,"After","Harris County",31,"Black","Male","A",1,3,0,1,FALSE,"n/a","Dismissed"
"225",225,2019,11,2019-11-16,"Before","Other Place",24,"Black","Male","A",0,1,1000,2,FALSE,"n/a","Guilty Plea"
"226",226,2019,12,2019-12-14,"Before","Other Place",35,"White","Male","Violent",1,8,10000,40,FALSE,"n/a","Guilty Plea"
"227",227,2017,3,2017-03-12,"Before","Other Place",27,"White","Male","Violent",0,1,1500,21,FALSE,"n/a","Guilty Plea"
"228",228,2020,12,2020-12-12,"After","Other Place",29,"White","Female","B",0,1,500,77,FALSE,"n/a","Guilty Plea"
"229",229,2017,5,2017-05-25,"Before","Harris County",26,"White","Male","B",0,1,500,39,FALSE,"n/a","Dismissed"
"230",230,2020,8,2020-08-07,"After","Other Place",36,"Latinx","Male","B",1,19,5000,1,FALSE,"n/a","Guilty Plea"
"231",231,2019,7,2019-07-06,"Before","Harris County",38,"White","Male","B",0,1,500,18,FALSE,"n/a","Dismissed"
"232",232,2020,5,2020-05-11,"After","Other Place",30,"White","Male","Violent",0,1,1500,42,FALSE,"n/a","Dismissed"
"233",233,2020,6,2020-06-07,"After","Harris County",41,"Black","Male","Violent",1,2,0,1,FALSE,"n/a","Guilty Plea"
"234",234,2018,12,2018-12-23,"Before","Other Place",39,"White","Male","Violent",1,4,6000,57,FALSE,"n/a","Guilty Plea"
"235",235,2020,2,2020-02-02,"After","Other Place",19,"Latinx","Male","A",1,7,5000,5,FALSE,"n/a","Guilty Plea"
"236",236,2020,3,2020-03-03,"After","Other Place",27,"White","Male","A",1,9,5000,5,FALSE,"n/a","Dismissed"
"237",237,2021,3,2021-03-19,"After","Other Place",41,"Black","Male","B",1,7,3500,63,FALSE,"n/a","Guilty Plea"
"238",238,2021,8,2021-08-12,"After","Harris County",20,"White","Male","Violent",1,8,0,1,TRUE,"Released","Acquitted"
"239",239,2022,11,2022-11-25,"After","Other Place",34,"White","Male","A",0,1,1000,1,FALSE,"n/a","Guilty Plea"
"240",240,2019,11,2019-11-26,"Before","Harris County",30,"White","Male","A",1,20,5000,3,FALSE,"n/a","Dismissed"
"241",241,2017,8,2017-08-11,"Before","Other Place",29,"White","Female","B",0,1,500,21,FALSE,"n/a","Guilty Plea"
"242",242,2019,9,2019-09-11,"Before","Other Place",33,"Black","Male","B",1,25,5000,49,FALSE,"n/a","Dismissed"
"243",243,2018,11,2018-11-19,"Before","Other Place",38,"Black","Male","B",1,2,1000,27,FALSE,"n/a","Dismissed"
"244",244,2019,1,2019-01-09,"Before","Other Place",29,"White","Male","B",1,3,1500,14,FALSE,"n/a","Guilty Plea"
"245",245,2020,6,2020-06-16,"After","Other Place",26,"Black","Male","B",0,1,500,3,FALSE,"n/a","Guilty Plea"
"246",246,2019,3,2019-03-26,"Before","Other Place",25,"White","Male","B",0,1,500,78,FALSE,"n/a","Guilty Plea"
"247",247,2019,8,2019-08-01,"Before","Other Place",44,"Black","Female","B",1,4,2000,45,FALSE,"n/a","Guilty Plea"
"248",248,2018,9,2018-09-27,"Before","Other Place",23,"Black","Male","B",1,6,3000,37,FALSE,"n/a","Guilty Plea"
"249",249,2020,3,2020-03-13,"After","Harris County",27,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"250",250,2017,5,2017-05-02,"Before","Harris County",20,"Black","Male","A",1,2,2000,254,FALSE,"n/a","Guilty Plea"
"251",251,2020,3,2020-03-11,"After","Harris County",25,"Black","Male","B",1,4,0,1,FALSE,"n/a","Guilty Plea"
"252",252,2022,12,2022-12-06,"After","Other Place",27,"White","Male","B",1,7,3500,95,FALSE,"n/a","Guilty Plea"
"253",253,2019,6,2019-06-03,"Before","Harris County",35,"White","Female","B",0,1,500,18,FALSE,"n/a","Guilty Plea"
"254",254,2022,10,2022-10-16,"After","Other Place",38,"Black","Male","A",1,6,5000,1,FALSE,"n/a","Guilty Plea"
"255",255,2019,6,2019-06-17,"Before","Other Place",28,"Black","Male","A",1,3,3000,207,FALSE,"n/a","Guilty Plea"
"256",256,2019,9,2019-09-02,"Before","Other Place",33,"Black","Male","A",0,1,1000,1,FALSE,"n/a","Guilty Plea"
"257",257,2017,10,2017-10-21,"Before","Other Place",25,"White","Female","B",1,6,3000,1,FALSE,"n/a","Guilty Plea"
"258",258,2020,9,2020-09-01,"After","Harris County",41,"White","Male","B",1,2,0,1,FALSE,"n/a","Dismissed"
"259",259,2019,8,2019-08-04,"Before","Other Place",28,"Latinx","Male","Violent",1,4,6000,1,FALSE,"n/a","Guilty Plea"
"260",260,2022,3,2022-03-29,"After","Other Place",30,"Black","Male","A",1,2,2000,4,FALSE,"n/a","Guilty Plea"
"261",261,2019,2,2019-02-12,"Before","Other Place",39,"Black","Male","B",1,3,1500,1,FALSE,"n/a","Guilty Plea"
"262",262,2022,10,2022-10-31,"After","Harris County",40,"Black","Male","B",1,5,0,1,FALSE,"n/a","Guilty Plea"
"263",263,2020,11,2020-11-23,"After","Harris County",29,"Black","Male","Violent",1,4,0,1,TRUE,"Released","Acquitted"
"264",264,2017,4,2017-04-22,"Before","Other Place",36,"Black","Male","B",1,6,3000,74,FALSE,"n/a","Guilty Plea"
"265",265,2017,7,2017-07-01,"Before","Harris County",31,"Black","Male","B",1,13,5000,53,FALSE,"n/a","Guilty Plea"
"266",266,2021,10,2021-10-08,"After","Other Place",23,"White","Male","B",1,7,3500,2,FALSE,"n/a","Guilty Plea"
"267",267,2019,9,2019-09-27,"Before","Harris County",42,"White","Male","B",1,5,2500,1,FALSE,"n/a","Guilty Plea"
"268",268,2022,3,2022-03-04,"After","Other Place",28,"White","Male","Violent",1,11,10000,78,FALSE,"n/a","Dismissed"
"269",269,2020,1,2020-01-13,"After","Harris County",28,"White","Female","B",1,14,0,1,FALSE,"n/a","Dismissed"
"270",270,2017,10,2017-10-18,"Before","Other Place",31,"Latinx","Male","Violent",1,7,10000,29,FALSE,"n/a","Guilty Plea"
"271",271,2021,1,2021-01-22,"After","Other Place",20,"Black","Male","A",1,13,5000,3,FALSE,"n/a","Guilty Plea"
"272",272,2019,11,2019-11-13,"Before","Harris County",30,"White","Female","Violent",1,2,3000,63,FALSE,"n/a","Guilty Plea"
"273",273,2022,12,2022-12-25,"After","Other Place",30,"White","Male","Violent",1,17,10000,6,FALSE,"n/a","Guilty Plea"
"274",274,2020,7,2020-07-14,"After","Other Place",22,"White","Male","A",1,3,3000,65,FALSE,"n/a","Dismissed"
"275",275,2022,3,2022-03-29,"After","Other Place",29,"White","Male","Violent",1,16,10000,102,FALSE,"n/a","Guilty Plea"
"276",276,2017,11,2017-11-06,"Before","Harris County",42,"White","Male","B",1,8,4000,13,FALSE,"n/a","Guilty Plea"
"277",277,2022,4,2022-04-13,"After","Other Place",33,"Black","Male","Violent",0,1,1500,3,FALSE,"n/a","Guilty Plea"
"278",278,2018,11,2018-11-24,"Before","Other Place",44,"White","Female","B",0,1,500,10,FALSE,"n/a","Dismissed"
"279",279,2020,11,2020-11-25,"After","Other Place",42,"Black","Male","Violent",1,5,7500,2,FALSE,"n/a","Guilty Plea"
"280",280,2021,2,2021-02-18,"After","Harris County",38,"Latinx","Male","Violent",1,6,0,1,FALSE,"n/a","Dismissed"
"281",281,2019,9,2019-09-10,"Before","Other Place",55,"Black","Male","B",1,5,2500,1,FALSE,"n/a","Guilty Plea"
"282",282,2020,7,2020-07-06,"After","Other Place",42,"White","Female","A",1,18,5000,1,FALSE,"n/a","Dismissed"
"283",283,2022,3,2022-03-23,"After","Harris County",29,"Latinx","Male","A",1,8,0,1,FALSE,"n/a","Guilty Plea"
"284",284,2018,4,2018-04-14,"Before","Harris County",28,"Black","Male","B",1,10,5000,1,FALSE,"n/a","Dismissed"
"285",285,2018,7,2018-07-08,"Before","Other Place",35,"White","Male","B",1,4,2000,1,FALSE,"n/a","Guilty Plea"
"286",286,2021,11,2021-11-19,"After","Harris County",33,"Black","Female","B",1,10,0,1,FALSE,"n/a","Guilty Plea"
"287",287,2021,7,2021-07-19,"After","Other Place",24,"White","Female","B",1,14,5000,2,FALSE,"n/a","Guilty Plea"
"288",288,2020,2,2020-02-26,"After","Other Place",21,"Black","Male","Violent",1,25,10000,2,FALSE,"n/a","Guilty Plea"
"289",289,2020,6,2020-06-23,"After","Other Place",36,"White","Male","Violent",1,2,3000,1,FALSE,"n/a","Dismissed"
"290",290,2021,6,2021-06-13,"After","Harris County",25,"White","Male","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"291",291,2020,6,2020-06-28,"After","Other Place",36,"White","Male","A",0,1,1000,5,FALSE,"n/a","Dismissed"
"292",292,2019,7,2019-07-05,"Before","Other Place",41,"Black","Male","Violent",0,1,1500,4,FALSE,"n/a","Dismissed"
"293",293,2021,5,2021-05-25,"After","Harris County",26,"White","Male","B",1,5,0,1,FALSE,"n/a","Dismissed"
"294",294,2017,10,2017-10-08,"Before","Harris County",32,"Other","Female","A",1,4,4000,42,FALSE,"n/a","Guilty Plea"
"295",295,2022,2,2022-02-04,"After","Harris County",37,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"296",296,2022,1,2022-01-14,"After","Harris County",36,"Black","Male","A",0,1,0,1,FALSE,"n/a","Guilty Plea"
"297",297,2021,5,2021-05-06,"After","Other Place",26,"Black","Male","B",1,8,4000,53,FALSE,"n/a","Guilty Plea"
"298",298,2017,3,2017-03-01,"Before","Other Place",25,"White","Male","A",0,1,1000,34,FALSE,"n/a","Guilty Plea"
"299",299,2020,3,2020-03-23,"After","Other Place",34,"Black","Male","Violent",1,4,6000,33,FALSE,"n/a","Guilty Plea"
"300",300,2018,2,2018-02-06,"Before","Other Place",27,"Black","Male","A",1,6,5000,1,FALSE,"n/a","Guilty Plea"
"301",301,2020,11,2020-11-30,"After","Harris County",53,"Latinx","Male","B",1,10,0,1,FALSE,"n/a","Guilty Plea"
"302",302,2020,6,2020-06-15,"After","Harris County",26,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"303",303,2021,7,2021-07-29,"After","Harris County",43,"Black","Male","B",1,7,0,1,TRUE,"Released","Acquitted"
"304",304,2022,5,2022-05-24,"After","Other Place",31,"Latinx","Male","Violent",1,14,10000,66,FALSE,"n/a","Guilty Plea"
"305",305,2021,9,2021-09-07,"After","Harris County",30,"White","Female","A",1,6,0,1,TRUE,"Released","Acquitted"
"306",306,2017,8,2017-08-30,"Before","Other Place",28,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"307",307,2021,4,2021-04-16,"After","Harris County",41,"White","Male","Violent",1,6,0,1,TRUE,"Released","Acquitted"
"308",308,2022,11,2022-11-04,"After","Harris County",40,"Black","Male","Violent",1,7,0,1,TRUE,"Released","Acquitted"
"309",309,2022,10,2022-10-04,"After","Harris County",39,"Black","Male","Violent",1,4,0,1,FALSE,"n/a","Guilty Plea"
"310",310,2022,1,2022-01-11,"After","Harris County",40,"White","Male","B",1,15,0,1,FALSE,"n/a","Dismissed"
"311",311,2020,11,2020-11-26,"After","Harris County",19,"White","Male","Violent",0,1,0,1,FALSE,"n/a","Guilty Plea"
"312",312,2022,12,2022-12-14,"After","Harris County",19,"Black","Male","B",1,4,0,1,TRUE,"Released","Acquitted"
"313",313,2017,6,2017-06-13,"Before","Harris County",38,"Black","Male","B",1,2,1000,43,FALSE,"n/a","Dismissed"
"314",314,2022,8,2022-08-15,"After","Harris County",36,"White","Male","B",1,2,0,1,TRUE,"Released","Acquitted"
"315",315,2022,12,2022-12-25,"After","Harris County",44,"Black","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"316",316,2018,7,2018-07-11,"Before","Harris County",46,"White","Male","A",0,1,1000,25,FALSE,"n/a","Dismissed"
"317",317,2020,7,2020-07-01,"After","Other Place",22,"Black","Male","B",1,7,3500,15,FALSE,"n/a","Guilty Plea"
"318",318,2021,7,2021-07-10,"After","Harris County",26,"White","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"319",319,2021,11,2021-11-15,"After","Other Place",41,"White","Male","Violent",1,23,10000,1,FALSE,"n/a","Guilty Plea"
"320",320,2021,9,2021-09-02,"After","Other Place",41,"Black","Male","B",1,18,5000,49,FALSE,"n/a","Guilty Plea"
"321",321,2017,10,2017-10-04,"Before","Harris County",37,"White","Male","B",1,12,5000,25,FALSE,"n/a","Guilty Plea"
"322",322,2019,10,2019-10-11,"Before","Other Place",28,"Latinx","Male","B",0,1,500,69,FALSE,"n/a","Dismissed"
"323",323,2019,3,2019-03-13,"Before","Other Place",35,"Latinx","Female","B",1,8,4000,32,FALSE,"n/a","Dismissed"
"324",324,2022,11,2022-11-30,"After","Harris County",28,"Latinx","Male","B",1,3,0,1,FALSE,"n/a","Dismissed"
"325",325,2018,11,2018-11-14,"Before","Harris County",21,"White","Male","Violent",1,10,10000,69,FALSE,"n/a","Guilty Plea"
"326",326,2019,4,2019-04-01,"Before","Harris County",31,"Black","Male","A",1,3,3000,11,FALSE,"n/a","Guilty Plea"
"327",327,2018,3,2018-03-11,"Before","Other Place",35,"White","Female","B",1,3,1500,71,FALSE,"n/a","Guilty Plea"
"328",328,2017,4,2017-04-05,"Before","Other Place",21,"White","Female","A",1,22,5000,33,FALSE,"n/a","Dismissed"
"329",329,2019,10,2019-10-15,"Before","Harris County",31,"White","Male","B",1,2,1000,65,FALSE,"n/a","Dismissed"
"330",330,2021,12,2021-12-07,"After","Harris County",33,"Latinx","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"331",331,2018,3,2018-03-23,"Before","Harris County",34,"Black","Male","B",1,8,4000,45,FALSE,"n/a","Guilty Plea"
"332",332,2019,3,2019-03-09,"Before","Other Place",47,"Latinx","Male","A",1,5,5000,93,FALSE,"n/a","Guilty Plea"
"333",333,2019,4,2019-04-13,"Before","Harris County",48,"Latinx","Male","B",1,30,5000,64,FALSE,"n/a","Dismissed"
"334",334,2022,7,2022-07-21,"After","Other Place",30,"Black","Male","B",0,1,500,1,TRUE,"Released","Acquitted"
"335",335,2017,11,2017-11-11,"Before","Other Place",36,"White","Male","Violent",1,2,3000,9,FALSE,"n/a","Guilty Plea"
"336",336,2022,9,2022-09-23,"After","Other Place",31,"Black","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"337",337,2017,2,2017-02-26,"Before","Other Place",30,"Latinx","Male","B",1,7,3500,1,FALSE,"n/a","Guilty Plea"
"338",338,2022,7,2022-07-22,"After","Other Place",22,"Black","Male","B",1,8,4000,5,FALSE,"n/a","Guilty Plea"
"339",339,2019,9,2019-09-18,"Before","Other Place",31,"Black","Female","B",1,3,1500,18,FALSE,"n/a","Dismissed"
"340",340,2018,11,2018-11-13,"Before","Harris County",21,"White","Male","B",1,17,5000,38,FALSE,"n/a","Guilty Plea"
"341",341,2022,5,2022-05-22,"After","Harris County",25,"White","Female","B",1,2,0,1,FALSE,"n/a","Dismissed"
"342",342,2018,1,2018-01-04,"Before","Harris County",31,"Latinx","Male","B",1,12,5000,27,FALSE,"n/a","Guilty Plea"
"343",343,2022,4,2022-04-16,"After","Other Place",31,"White","Male","A",1,2,2000,18,FALSE,"n/a","Guilty Plea"
"344",344,2021,4,2021-04-01,"After","Harris County",36,"Black","Male","Violent",1,6,0,1,FALSE,"n/a","Guilty Plea"
"345",345,2019,10,2019-10-30,"Before","Harris County",24,"White","Male","B",1,7,3500,1,FALSE,"n/a","Dismissed"
"346",346,2020,8,2020-08-07,"After","Harris County",33,"White","Male","B",1,2,0,1,FALSE,"n/a","Dismissed"
"347",347,2019,10,2019-10-05,"Before","Other Place",35,"Black","Male","B",1,8,4000,30,FALSE,"n/a","Guilty Plea"
"348",348,2020,6,2020-06-26,"After","Other Place",28,"White","Male","A",0,1,1000,43,FALSE,"n/a","Guilty Plea"
"349",349,2017,9,2017-09-20,"Before","Harris County",31,"Latinx","Male","B",1,2,1000,1,FALSE,"n/a","Guilty Plea"
"350",350,2020,9,2020-09-04,"After","Harris County",37,"White","Male","A",1,2,0,1,FALSE,"n/a","Dismissed"
"351",351,2021,7,2021-07-09,"After","Harris County",47,"Black","Male","Violent",1,8,0,1,FALSE,"n/a","Guilty Plea"
"352",352,2017,3,2017-03-20,"Before","Harris County",32,"Black","Female","B",1,10,5000,127,FALSE,"n/a","Guilty Plea"
"353",353,2019,9,2019-09-17,"Before","Other Place",25,"White","Male","Violent",0,1,1500,73,FALSE,"n/a","Dismissed"
"354",354,2022,3,2022-03-11,"After","Harris County",21,"Black","Male","Violent",1,4,0,1,FALSE,"n/a","Dismissed"
"355",355,2021,2,2021-02-04,"After","Other Place",28,"White","Female","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"356",356,2020,10,2020-10-11,"After","Harris County",20,"White","Male","B",1,5,0,1,TRUE,"Released","Acquitted"
"357",357,2017,7,2017-07-25,"Before","Harris County",40,"White","Male","B",1,13,5000,9,TRUE,"Released","Acquitted"
"358",358,2022,9,2022-09-25,"After","Other Place",35,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Guilty Plea"
"359",359,2017,11,2017-11-16,"Before","Harris County",29,"Black","Male","A",1,13,5000,20,FALSE,"n/a","Guilty Plea"
"360",360,2019,8,2019-08-15,"Before","Harris County",43,"Black","Male","B",1,3,1500,44,TRUE,"Released","Acquitted"
"361",361,2022,7,2022-07-17,"After","Other Place",41,"Latinx","Female","A",1,3,3000,1,FALSE,"n/a","Guilty Plea"
"362",362,2019,3,2019-03-15,"Before","Other Place",39,"Black","Male","B",1,15,5000,7,FALSE,"n/a","Guilty Plea"
"363",363,2019,8,2019-08-08,"Before","Harris County",24,"Black","Male","A",1,3,3000,4,TRUE,"Released","Convicted"
"364",364,2022,5,2022-05-03,"After","Other Place",38,"Latinx","Male","B",1,3,1500,10,FALSE,"n/a","Guilty Plea"
"365",365,2019,11,2019-11-27,"Before","Other Place",47,"White","Male","B",1,14,5000,1,FALSE,"n/a","Dismissed"
"366",366,2020,4,2020-04-18,"After","Other Place",28,"Black","Male","B",1,13,5000,44,FALSE,"n/a","Guilty Plea"
"367",367,2021,6,2021-06-22,"After","Other Place",28,"Black","Male","B",1,19,5000,5,FALSE,"n/a","Guilty Plea"
"368",368,2022,7,2022-07-01,"After","Harris County",40,"White","Male","A",1,2,0,1,FALSE,"n/a","Guilty Plea"
"369",369,2021,6,2021-06-08,"After","Harris County",33,"Black","Male","B",0,1,0,1,FALSE,"n/a","Guilty Plea"
"370",370,2020,3,2020-03-10,"After","Harris County",39,"White","Male","Violent",0,1,0,1,TRUE,"Released","Acquitted"
"371",371,2018,4,2018-04-13,"Before","Harris County",30,"White","Male","Violent",0,1,1500,1,FALSE,"n/a","Dismissed"
"372",372,2020,8,2020-08-18,"After","Harris County",24,"Latinx","Male","A",1,9,0,1,FALSE,"n/a","Guilty Plea"
"373",373,2020,6,2020-06-27,"After","Harris County",29,"Black","Male","Violent",1,10,0,1,FALSE,"n/a","Dismissed"
"374",374,2018,3,2018-03-05,"Before","Harris County",26,"White","Male","B",1,19,5000,74,FALSE,"n/a","Dismissed"
"375",375,2018,6,2018-06-12,"Before","Harris County",36,"White","Male","A",1,5,5000,165,FALSE,"n/a","Guilty Plea"
"376",376,2018,3,2018-03-05,"Before","Other Place",46,"Black","Male","B",1,3,1500,94,FALSE,"n/a","Guilty Plea"
"377",377,2022,5,2022-05-30,"After","Harris County",21,"Black","Male","B",0,1,0,1,FALSE,"n/a","Dismissed"
"378",378,2017,10,2017-10-28,"Before","Other Place",27,"White","Male","Violent",1,3,4500,26,FALSE,"n/a","Guilty Plea"
"379",379,2019,4,2019-04-10,"Before","Other Place",29,"Latinx","Female","B",0,1,500,72,FALSE,"n/a","Dismissed"
"380",380,2017,12,2017-12-21,"Before","Harris County",23,"Latinx","Male","B",1,4,2000,7,FALSE,"n/a","Guilty Plea"
"381",381,2017,8,2017-08-09,"Before","Harris County",29,"White","Male","Violent",1,6,9000,61,FALSE,"n/a","Guilty Plea"
"382",382,2019,9,2019-09-15,"Before","Other Place",22,"White","Male","Violent",1,2,3000,1,FALSE,"n/a","Guilty Plea"
"383",383,2021,5,2021-05-15,"After","Harris County",22,"Black","Female","A",1,2,0,1,FALSE,"n/a","Guilty Plea"
"384",384,2017,9,2017-09-29,"Before","Other Place",41,"Black","Female","B",1,21,5000,4,FALSE,"n/a","Guilty Plea"
"385",385,2019,5,2019-05-10,"Before","Other Place",42,"Black","Male","B",1,12,5000,1,FALSE,"n/a","Guilty Plea"
"386",386,2022,7,2022-07-31,"After","Other Place",32,"White","Female","A",1,22,5000,10,FALSE,"n/a","Guilty Plea"
"387",387,2018,7,2018-07-14,"Before","Other Place",27,"Black","Male","B",1,8,4000,21,FALSE,"n/a","Guilty Plea"
"388",388,2021,9,2021-09-03,"After","Harris County",33,"White","Male","B",1,3,0,1,FALSE,"n/a","Guilty Plea"
"389",389,2020,2,2020-02-22,"After","Harris County",29,"Latinx","Female","A",1,10,0,1,TRUE,"Released","Acquitted"
"390",390,2018,1,2018-01-12,"Before","Other Place",38,"Latinx","Male","B",1,3,1500,1,FALSE,"n/a","Dismissed"
"391",391,2022,6,2022-06-16,"After","Harris County",20,"Black","Male","B",1,14,0,1,FALSE,"n/a","Dismissed"
"392",392,2021,11,2021-11-02,"After","Harris County",41,"Black","Male","B",1,4,0,1,FALSE,"n/a","Guilty Plea"
"393",393,2017,7,2017-07-31,"Before","Other Place",22,"Black","Male","B",1,13,5000,1,FALSE,"n/a","Guilty Plea"
"394",394,2017,9,2017-09-05,"Before","Other Place",22,"Black","Male","Violent",1,4,6000,30,FALSE,"n/a","Guilty Plea"
"395",395,2020,7,2020-07-28,"After","Other Place",39,"Black","Female","B",1,4,2000,1,FALSE,"n/a","Guilty Plea"
"396",396,2018,6,2018-06-10,"Before","Other Place",29,"Latinx","Female","A",1,6,5000,1,FALSE,"n/a","Guilty Plea"
"397",397,2019,2,2019-02-19,"Before","Other Place",34,"Black","Male","A",0,1,1000,11,FALSE,"n/a","Dismissed"
"398",398,2018,7,2018-07-06,"Before","Other Place",22,"Black","Female","B",1,18,5000,1,FALSE,"n/a","Dismissed"
"399",399,2020,4,2020-04-25,"After","Other Place",30,"White","Male","A",1,6,5000,17,FALSE,"n/a","Guilty Plea"
"400",400,2022,3,2022-03-17,"After","Other Place",29,"Black","Male","B",1,8,4000,52,FALSE,"n/a","Dismissed"
"401",401,2021,8,2021-08-01,"After","Other Place",27,"White","Male","B",0,1,500,1,FALSE,"n/a","Guilty Plea"
"402",402,2017,7,2017-07-02,"Before","Other Place",43,"Black","Male","Violent",0,1,1500,40,FALSE,"n/a","Guilty Plea"
